Instance,Algorithm,Operator,Evaluations,Success,% Improvement
Problem_800,VNS_SwapETN,Swap,17,0,0.0
Problem_800,VNS_SwapETN,Swap,32,1,0.07507133498456399
Problem_800,VNS_SwapETN,Swap,47,0,0.0
Problem_800,VNS_SwapETN,Swap,62,0,0.0
Problem_800,VNS_SwapETN,Swap,77,1,0.08818474397914694
Problem_800,VNS_SwapETN,Swap,92,1,0.12699115326291968
Problem_800,VNS_SwapETN,Swap,107,1,0.13105678754446623
Problem_800,VNS_SwapETN,Swap,122,1,0.2579213082447973
Problem_800,VNS_SwapETN,Swap,137,1,0.26483654223441505
Problem_800,VNS_SwapETN,Swap,152,0,0.0
Problem_800,VNS_SwapETN,Swap,167,0,0.0
Problem_800,VNS_SwapETN,Swap,182,1,0.585102033175538
Problem_800,VNS_SwapETN,Swap,197,0,0.0
Problem_800,VNS_SwapETN,Swap,212,0,0.0
Problem_800,VNS_SwapETN,Swap,227,1,0.7265493674322497
Problem_800,VNS_SwapETN,Swap,242,1,0.8401528986049009
Problem_800,VNS_SwapETN,Swap,257,1,0.90684925516275
Problem_800,VNS_SwapETN,Swap,272,1,0.9180305474724012
Problem_800,VNS_SwapETN,Swap,287,0,0.0
Problem_800,VNS_SwapETN,Swap,302,0,0.0
Problem_800,VNS_SwapETN,Swap,317,0,0.0
Problem_800,VNS_SwapETN,Swap,332,0,0.0
Problem_800,VNS_SwapETN,Swap,363,0,0.0
Problem_800,VNS_SwapETN,Swap,378,0,0.0
Problem_800,VNS_SwapETN,Swap,393,1,0.2901141184728358
Problem_800,VNS_SwapETN,Swap,408,1,0.4956220215052382
Problem_800,VNS_SwapETN,Swap,423,0,0.0
Problem_800,VNS_SwapETN,Swap,438,1,0.5789860119828958
Problem_800,VNS_SwapETN,Swap,453,1,0.8206818710435715
Problem_800,VNS_SwapETN,Swap,468,1,0.8235300403408873
Problem_800,VNS_SwapETN,Swap,483,1,0.9695121411919989
Problem_800,VNS_SwapETN,Swap,498,0,0.0
Problem_800,VNS_SwapETN,Swap,513,0,0.0
Problem_800,VNS_SwapETN,Swap,528,0,0.0
Problem_800,VNS_SwapETN,Swap,543,0,0.0
Problem_800,VNS_SwapETN,Swap,574,0,0.0
Problem_800,VNS_SwapETN,Swap,589,1,0.001084390790755691
Problem_800,VNS_SwapETN,Swap,604,1,0.011276969586760709
Problem_800,VNS_SwapETN,Swap,619,0,0.0
Problem_800,VNS_SwapETN,Swap,634,0,0.0
Problem_800,VNS_SwapETN,Swap,649,1,1.5263055954427887
Problem_800,VNS_SwapETN,Swap,664,0,0.0
Problem_800,VNS_SwapETN,Swap,679,0,0.0
Problem_800,VNS_SwapETN,Swap,694,1,1.5429045749518653
Problem_800,VNS_SwapETN,Swap,709,0,0.0
Problem_800,VNS_SwapETN,Swap,724,1,1.543849145660785
Problem_800,VNS_SwapETN,Swap,739,0,0.0
Problem_800,VNS_SwapETN,Swap,754,0,0.0
Problem_800,VNS_SwapETN,Swap,769,1,1.550270709404207
Problem_800,VNS_SwapETN,Swap,784,1,1.5538450861520499
Problem_800,VNS_SwapETN,Swap,799,0,0.0
Problem_800,VNS_SwapETN,Swap,814,0,0.0
Problem_800,VNS_SwapETN,Swap,829,0,0.0
Problem_800,VNS_SwapETN,Swap,844,1,1.6099077127616694
Problem_800,VNS_SwapETN,Swap,859,1,1.71265044186591
Problem_800,VNS_SwapETN,Swap,874,0,0.0
Problem_800,VNS_SwapETN,Swap,889,0,0.0
Problem_800,VNS_SwapETN,Swap,904,0,0.0
Problem_800,VNS_SwapETN,Swap,919,0,0.0
Problem_800,VNS_SwapETN,Swap,950,0,0.0
Problem_800,VNS_SwapETN,Swap,965,0,0.0
Problem_800,VNS_SwapETN,Swap,980,0,0.0
Problem_800,VNS_SwapETN,Swap,995,1,0.0021989595572171577
Problem_800,VNS_SwapETN,Swap,1010,0,0.0
Problem_800,VNS_SwapETN,Swap,1025,0,0.0
Problem_800,VNS_SwapETN,Swap,1040,0,0.0
Problem_800,VNS_SwapETN,Swap,1055,0,0.0
Problem_800,VNS_SwapETN,Swap,1086,0,0.0
Problem_800,VNS_SwapETN,Swap,1101,1,0.0695559743037129
Problem_800,VNS_SwapETN,Swap,1116,0,0.0
Problem_800,VNS_SwapETN,Swap,1131,0,0.0
Problem_800,VNS_SwapETN,Swap,1146,0,0.0
Problem_800,VNS_SwapETN,Swap,1161,1,0.08244762588241317
Problem_800,VNS_SwapETN,Swap,1176,0,0.0
Problem_800,VNS_SwapETN,Swap,1191,0,0.0
Problem_800,VNS_SwapETN,Swap,1206,0,0.0
