Instance,Algorithm,Operator,Evaluations,Success,% Improvement
Problem_800,VNS_Swap,Swap,17,0,0.0
Problem_800,VNS_Swap,Swap,32,0,0.0
Problem_800,VNS_Swap,Swap,47,0,0.0
Problem_800,VNS_Swap,Swap,62,0,0.0
Problem_800,VNS_Swap,Swap,77,1,0.09526056572082854
Problem_800,VNS_Swap,Swap,92,0,0.0
Problem_800,VNS_Swap,Swap,107,1,0.09535063950824782
Problem_800,VNS_Swap,Swap,122,0,0.0
Problem_800,VNS_Swap,Swap,137,0,0.0
Problem_800,VNS_Swap,Swap,152,0,0.0
Problem_800,VNS_Swap,Swap,167,0,0.0
Problem_800,VNS_Swap,Swap,198,0,0.0
Problem_800,VNS_Swap,Swap,213,0,0.0
Problem_800,VNS_Swap,Swap,228,0,0.0
Problem_800,VNS_Swap,Swap,243,1,0.005029107880321028
Problem_800,VNS_Swap,Swap,258,1,0.005106685579994879
Problem_800,VNS_Swap,Swap,273,1,0.01746463764634039
Problem_800,VNS_Swap,Swap,288,1,0.017628206606117615
Problem_800,VNS_Swap,Swap,303,0,0.0
Problem_800,VNS_Swap,Swap,318,0,0.0
Problem_800,VNS_Swap,Swap,333,0,0.0
Problem_800,VNS_Swap,Swap,348,0,0.0
Problem_800,VNS_Swap,Swap,379,0,0.0
Problem_800,VNS_Swap,Swap,394,0,0.0
Problem_800,VNS_Swap,Swap,409,0,0.0
Problem_800,VNS_Swap,Swap,424,1,0.0018944276295971146
Problem_800,VNS_Swap,Swap,439,1,0.002057163812329618
Problem_800,VNS_Swap,Swap,454,1,0.1105832482271483
Problem_800,VNS_Swap,Swap,469,0,0.0
Problem_800,VNS_Swap,Swap,484,1,0.46085617712656146
Problem_800,VNS_Swap,Swap,499,1,0.4612153289122716
Problem_800,VNS_Swap,Swap,514,1,0.4625789200936704
Problem_800,VNS_Swap,Swap,529,0,0.0
Problem_800,VNS_Swap,Swap,544,0,0.0
Problem_800,VNS_Swap,Swap,559,0,0.0
Problem_800,VNS_Swap,Swap,574,1,0.6965090018200685
Problem_800,VNS_Swap,Swap,589,1,0.7125707089207938
Problem_800,VNS_Swap,Swap,604,0,0.0
Problem_800,VNS_Swap,Swap,619,1,0.719035919362579
Problem_800,VNS_Swap,Swap,634,1,0.7976859958283606
Problem_800,VNS_Swap,Swap,649,0,0.0
Problem_800,VNS_Swap,Swap,664,0,0.0
Problem_800,VNS_Swap,Swap,679,0,0.0
Problem_800,VNS_Swap,Swap,694,0,0.0
Problem_800,VNS_Swap,Swap,709,1,0.7984671837832431
Problem_800,VNS_Swap,Swap,724,1,1.0453293776473607
Problem_800,VNS_Swap,Swap,739,0,0.0
Problem_800,VNS_Swap,Swap,754,0,0.0
Problem_800,VNS_Swap,Swap,769,1,2.1599978581112804
Problem_800,VNS_Swap,Swap,784,0,0.0
Problem_800,VNS_Swap,Swap,799,0,0.0
Problem_800,VNS_Swap,Swap,814,0,0.0
Problem_800,VNS_Swap,Swap,829,1,2.1877897651001783
Problem_800,VNS_Swap,Swap,844,1,2.225225762327999
Problem_800,VNS_Swap,Swap,859,1,2.2256770033515307
Problem_800,VNS_Swap,Swap,874,1,2.2268392310217333
Problem_800,VNS_Swap,Swap,889,0,0.0
Problem_800,VNS_Swap,Swap,904,0,0.0
Problem_800,VNS_Swap,Swap,919,1,2.2271543049764366
Problem_800,VNS_Swap,Swap,934,0,0.0
Problem_800,VNS_Swap,Swap,949,1,2.299271761966772
Problem_800,VNS_Swap,Swap,964,0,0.0
Problem_800,VNS_Swap,Swap,979,0,0.0
Problem_800,VNS_Swap,Swap,994,1,2.2996003477999944
Problem_800,VNS_Swap,Swap,1009,1,2.299800158794656
Problem_800,VNS_Swap,Swap,1024,1,2.558579607072248
Problem_800,VNS_Swap,Swap,1039,1,2.558677631745147
Problem_800,VNS_Swap,Swap,1054,1,2.828669853038008
Problem_800,VNS_Swap,Swap,1069,1,2.8592404982419013
Problem_800,VNS_Swap,Swap,1084,0,0.0
Problem_800,VNS_Swap,Swap,1099,0,0.0
Problem_800,VNS_Swap,Swap,1114,1,3.0650005987352187
Problem_800,VNS_Swap,Swap,1129,0,0.0
Problem_800,VNS_Swap,Swap,1144,0,0.0
Problem_800,VNS_Swap,Swap,1159,1,3.065360413689082
Problem_800,VNS_Swap,Swap,1174,0,0.0
Problem_800,VNS_Swap,Swap,1189,0,0.0
Problem_800,VNS_Swap,Swap,1204,1,3.084889413555411
Problem_800,VNS_Swap,Swap,1219,1,3.0852615489812867
Problem_800,VNS_Swap,Swap,1234,0,0.0
Problem_800,VNS_Swap,Swap,1249,0,0.0
Problem_800,VNS_Swap,Swap,1264,1,3.1193613384000307
Problem_800,VNS_Swap,Swap,1279,0,0.0
Problem_800,VNS_Swap,Swap,1294,0,0.0
Problem_800,VNS_Swap,Swap,1309,1,3.3740288288156663
Problem_800,VNS_Swap,Swap,1324,0,0.0
Problem_800,VNS_Swap,Swap,1339,1,3.3827928238990648
Problem_800,VNS_Swap,Swap,1354,0,0.0
Problem_800,VNS_Swap,Swap,1369,0,0.0
Problem_800,VNS_Swap,Swap,1384,0,0.0
Problem_800,VNS_Swap,Swap,1399,0,0.0
Problem_800,VNS_Swap,Swap,1430,0,0.0
Problem_800,VNS_Swap,Swap,1445,1,0.04615565684969276
Problem_800,VNS_Swap,Swap,1460,1,0.10313273800647725
Problem_800,VNS_Swap,Swap,1475,1,0.10349284839379558
Problem_800,VNS_Swap,Swap,1490,0,0.0
Problem_800,VNS_Swap,Swap,1505,1,0.10423031993906577
Problem_800,VNS_Swap,Swap,1520,0,0.0
Problem_800,VNS_Swap,Swap,1535,1,0.10461799587112205
Problem_800,VNS_Swap,Swap,1550,1,0.22804722968207827
Problem_800,VNS_Swap,Swap,1565,0,0.0
Problem_800,VNS_Swap,Swap,1580,0,0.0
Problem_800,VNS_Swap,Swap,1595,0,0.0
Problem_800,VNS_Swap,Swap,1610,1,0.2363569108087331
Problem_800,VNS_Swap,Swap,1625,0,0.0
Problem_800,VNS_Swap,Swap,1640,0,0.0
Problem_800,VNS_Swap,Swap,1655,1,0.236693802935688
Problem_800,VNS_Swap,Swap,1670,0,0.0
Problem_800,VNS_Swap,Swap,1685,1,0.4746661564874461
Problem_800,VNS_Swap,Swap,1700,0,0.0
Problem_800,VNS_Swap,Swap,1715,0,0.0
Problem_800,VNS_Swap,Swap,1730,0,0.0
Problem_800,VNS_Swap,Swap,1745,0,0.0
Problem_800,VNS_Swap,Swap,1776,1,0.007818780637407529
Problem_800,VNS_Swap,Swap,1791,0,0.0
Problem_800,VNS_Swap,Swap,1806,0,0.0
Problem_800,VNS_Swap,Swap,1821,1,0.01414725970124568
Problem_800,VNS_Swap,Swap,1836,0,0.0
Problem_800,VNS_Swap,Swap,1851,0,0.0
Problem_800,VNS_Swap,Swap,1866,0,0.0
Problem_800,VNS_Swap,Swap,1881,1,0.016833787776825978
Problem_800,VNS_Swap,Swap,1896,0,0.0
Problem_800,VNS_Swap,Swap,1911,1,0.020026263909031585
Problem_800,VNS_Swap,Swap,1926,0,0.0
Problem_800,VNS_Swap,Swap,1941,1,0.0202327336819158
