Instance,Algorithm,Operator,Evaluations,Success,% Improvement
Problem_100,VNS_SwapETN,Swap,17,0,0.0
Problem_100,VNS_SwapETN,Swap,32,0,0.0
Problem_100,VNS_SwapETN,Swap,47,1,0.030551848317861043
Problem_100,VNS_SwapETN,Swap,62,0,0.0
Problem_100,VNS_SwapETN,Swap,77,0,0.0
Problem_100,VNS_SwapETN,Swap,92,1,0.17677511771299775
Problem_100,VNS_SwapETN,Swap,107,1,0.18033603219599958
Problem_100,VNS_SwapETN,Swap,122,0,0.0
Problem_100,VNS_SwapETN,Swap,137,1,0.1845314984690434
Problem_100,VNS_SwapETN,Swap,152,0,0.0
Problem_100,VNS_SwapETN,Swap,167,1,0.18485451025952393
Problem_100,VNS_SwapETN,Swap,182,0,0.0
Problem_100,VNS_SwapETN,Swap,197,0,0.0
Problem_100,VNS_SwapETN,Swap,212,0,0.0
Problem_100,VNS_SwapETN,Swap,227,0,0.0
Problem_100,VNS_SwapETN,Swap,258,1,0.004606706099139156
Problem_100,VNS_SwapETN,Swap,273,0,0.0
Problem_100,VNS_SwapETN,Swap,288,0,0.0
Problem_100,VNS_SwapETN,Swap,303,0,0.0
Problem_100,VNS_SwapETN,Swap,318,1,0.03949411926057202
Problem_100,VNS_SwapETN,Swap,333,1,0.04215521345064979
Problem_100,VNS_SwapETN,Swap,348,0,0.0
Problem_100,VNS_SwapETN,Swap,363,0,0.0
Problem_100,VNS_SwapETN,Swap,378,1,0.1789278587931254
Problem_100,VNS_SwapETN,Swap,393,1,0.3769037673815391
Problem_100,VNS_SwapETN,Swap,408,0,0.0
Problem_100,VNS_SwapETN,Swap,423,0,0.0
Problem_100,VNS_SwapETN,Swap,438,1,0.3921404798587413
Problem_100,VNS_SwapETN,Swap,453,0,0.0
Problem_100,VNS_SwapETN,Swap,468,1,0.4121745500667738
Problem_100,VNS_SwapETN,Swap,483,0,0.0
Problem_100,VNS_SwapETN,Swap,498,0,0.0
Problem_100,VNS_SwapETN,Swap,513,0,0.0
Problem_100,VNS_SwapETN,Swap,528,0,0.0
Problem_100,VNS_SwapETN,Swap,559,0,0.0
Problem_100,VNS_SwapETN,Swap,574,0,0.0
Problem_100,VNS_SwapETN,Swap,589,0,0.0
Problem_100,VNS_SwapETN,Swap,604,1,0.00010776080821480952
Problem_100,VNS_SwapETN,Swap,619,0,0.0
Problem_100,VNS_SwapETN,Swap,634,0,0.0
Problem_100,VNS_SwapETN,Swap,649,1,0.0027229170064179443
Problem_100,VNS_SwapETN,Swap,664,0,0.0
Problem_100,VNS_SwapETN,Swap,679,0,0.0
Problem_100,VNS_SwapETN,Swap,694,0,0.0
Problem_100,VNS_SwapETN,Swap,709,0,0.0
Problem_100,VNS_SwapETN,Swap,740,0,0.0
Problem_100,VNS_SwapETN,Swap,755,0,0.0
Problem_100,VNS_SwapETN,Swap,770,0,0.0
Problem_100,VNS_SwapETN,Swap,785,0,0.0
Problem_100,VNS_SwapETN,Reversion,816,1,0.6281481393357253
Problem_100,VNS_SwapETN,Reversion,831,1,0.8968957350396541
Problem_100,VNS_SwapETN,Reversion,846,0,0.0
Problem_100,VNS_SwapETN,Reversion,861,1,0.9857622621727381
Problem_100,VNS_SwapETN,Reversion,876,1,1.1329796628550906
Problem_100,VNS_SwapETN,Reversion,891,1,1.855011539252164
