Instance,Algorithm,Operator,Evaluations,Success,% Improvement
Problem_800,VNS_ETN,ETN,17,0,0.0
Problem_800,VNS_ETN,ETN,32,1,0.012364659926713978
Problem_800,VNS_ETN,ETN,47,0,0.0
Problem_800,VNS_ETN,ETN,62,0,0.0
Problem_800,VNS_ETN,ETN,77,1,0.013907824950353163
Problem_800,VNS_ETN,ETN,92,1,0.015456892601492344
Problem_800,VNS_ETN,ETN,107,0,0.0
Problem_800,VNS_ETN,ETN,122,0,0.0
Problem_800,VNS_ETN,ETN,137,1,0.015954279188022006
Problem_800,VNS_ETN,ETN,152,0,0.0
Problem_800,VNS_ETN,ETN,167,0,0.0
Problem_800,VNS_ETN,ETN,182,1,0.05249854560403255
Problem_800,VNS_ETN,ETN,197,0,0.0
Problem_800,VNS_ETN,ETN,212,0,0.0
Problem_800,VNS_ETN,ETN,227,0,0.0
Problem_800,VNS_ETN,ETN,242,0,0.0
Problem_800,VNS_ETN,ETN,257,1,0.05359086437652929
Problem_800,VNS_ETN,ETN,272,1,0.05448079457380015
Problem_800,VNS_ETN,ETN,287,0,0.0
Problem_800,VNS_ETN,ETN,302,0,0.0
Problem_800,VNS_ETN,ETN,317,0,0.0
Problem_800,VNS_ETN,ETN,332,1,0.05599021827467052
Problem_800,VNS_ETN,ETN,347,0,0.0
Problem_800,VNS_ETN,ETN,362,0,0.0
Problem_800,VNS_ETN,ETN,377,1,0.2054406293694514
Problem_800,VNS_ETN,ETN,392,1,0.32623071208464266
Problem_800,VNS_ETN,ETN,407,1,0.32738133583163226
Problem_800,VNS_ETN,ETN,422,1,0.332139208628672
Problem_800,VNS_ETN,ETN,437,1,0.7136063456746307
Problem_800,VNS_ETN,ETN,452,0,0.0
Problem_800,VNS_ETN,ETN,467,1,0.7203359862798295
Problem_800,VNS_ETN,ETN,482,0,0.0
Problem_800,VNS_ETN,ETN,497,1,0.7328277226660485
Problem_800,VNS_ETN,ETN,512,0,0.0
Problem_800,VNS_ETN,ETN,527,0,0.0
Problem_800,VNS_ETN,ETN,542,0,0.0
Problem_800,VNS_ETN,ETN,557,1,0.7329227675934419
Problem_800,VNS_ETN,ETN,572,0,0.0
Problem_800,VNS_ETN,ETN,587,0,0.0
Problem_800,VNS_ETN,ETN,602,1,0.7333807534919838
Problem_800,VNS_ETN,ETN,617,0,0.0
Problem_800,VNS_ETN,ETN,632,0,0.0
Problem_800,VNS_ETN,ETN,647,1,0.7525680995868076
Problem_800,VNS_ETN,ETN,662,1,0.7532048347813652
Problem_800,VNS_ETN,ETN,677,1,0.753211544015481
Problem_800,VNS_ETN,ETN,692,0,0.0
Problem_800,VNS_ETN,ETN,707,0,0.0
Problem_800,VNS_ETN,ETN,722,1,0.7571235834362586
Problem_800,VNS_ETN,ETN,737,0,0.0
Problem_800,VNS_ETN,ETN,752,0,0.0
Problem_800,VNS_ETN,ETN,767,0,0.0
Problem_800,VNS_ETN,ETN,782,1,0.8432545042906402
Problem_800,VNS_ETN,ETN,797,0,0.0
Problem_800,VNS_ETN,ETN,812,0,0.0
Problem_800,VNS_ETN,ETN,827,0,0.0
Problem_800,VNS_ETN,ETN,842,1,0.8572960519940496
Problem_800,VNS_ETN,ETN,857,0,0.0
Problem_800,VNS_ETN,ETN,872,0,0.0
Problem_800,VNS_ETN,ETN,887,0,0.0
Problem_800,VNS_ETN,ETN,902,1,0.8595334168512834
Problem_800,VNS_ETN,ETN,917,1,0.8597827798478135
Problem_800,VNS_ETN,ETN,932,0,0.0
Problem_800,VNS_ETN,ETN,947,1,0.8607559900414692
Problem_800,VNS_ETN,ETN,962,0,0.0
Problem_800,VNS_ETN,ETN,977,1,0.8619060510145408
Problem_800,VNS_ETN,ETN,992,0,0.0
Problem_800,VNS_ETN,ETN,1007,1,0.9311844892634301
Problem_800,VNS_ETN,ETN,1022,0,0.0
Problem_800,VNS_ETN,ETN,1037,0,0.0
