Instance,Algorithm,Operator,Evaluations,Success,% Improvement
Problem_400,VNS_Swap,Swap,17,0,0.0
Problem_400,VNS_Swap,Swap,32,1,0.0033950861697690338
Problem_400,VNS_Swap,Swap,47,1,0.0045120983527271044
Problem_400,VNS_Swap,Swap,62,0,0.0
Problem_400,VNS_Swap,Swap,77,1,0.00880132637884953
Problem_400,VNS_Swap,Swap,92,0,0.0
Problem_400,VNS_Swap,Swap,107,0,0.0
Problem_400,VNS_Swap,Swap,122,1,0.013711071665351213
Problem_400,VNS_Swap,Swap,137,1,0.01696854690315689
Problem_400,VNS_Swap,Swap,152,1,0.1444951507783409
Problem_400,VNS_Swap,Swap,167,0,0.0
Problem_400,VNS_Swap,Swap,182,1,0.14639427510731354
Problem_400,VNS_Swap,Swap,197,0,0.0
Problem_400,VNS_Swap,Swap,212,0,0.0
Problem_400,VNS_Swap,Swap,227,1,0.4015356490543352
Problem_400,VNS_Swap,Swap,242,0,0.0
Problem_400,VNS_Swap,Swap,257,1,0.547439644739649
Problem_400,VNS_Swap,Swap,272,1,0.949496778067597
Problem_400,VNS_Swap,Swap,287,1,0.9556713091344661
Problem_400,VNS_Swap,Swap,302,0,0.0
Problem_400,VNS_Swap,Swap,317,0,0.0
Problem_400,VNS_Swap,Swap,332,1,1.1205858407088516
Problem_400,VNS_Swap,Swap,347,0,0.0
Problem_400,VNS_Swap,Swap,362,1,1.134381104820823
Problem_400,VNS_Swap,Swap,377,1,1.1397285409840139
Problem_400,VNS_Swap,Swap,392,0,0.0
Problem_400,VNS_Swap,Swap,407,1,1.2587880813599852
Problem_400,VNS_Swap,Swap,422,0,0.0
Problem_400,VNS_Swap,Swap,437,1,1.2622289265509303
Problem_400,VNS_Swap,Swap,452,1,1.4958945630503904
Problem_400,VNS_Swap,Swap,467,1,1.9450213547144972
Problem_400,VNS_Swap,Swap,482,0,0.0
Problem_400,VNS_Swap,Swap,497,0,0.0
Problem_400,VNS_Swap,Swap,512,0,0.0
Problem_400,VNS_Swap,Swap,527,1,1.9476333175975815
Problem_400,VNS_Swap,Swap,542,0,0.0
Problem_400,VNS_Swap,Swap,557,0,0.0
Problem_400,VNS_Swap,Swap,572,0,0.0
Problem_400,VNS_Swap,Swap,587,0,0.0
Problem_400,VNS_Swap,Swap,618,1,0.0021089160644129725
Problem_400,VNS_Swap,Swap,633,0,0.0
